id;name;host_id;zone_id;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;availability_365;number_of_reviews_ltm
2737;Elif's room in cozy, clean flat.;3047;6;Private room;28;7.0;7;28/05/2015;0.08;363.0;0
2903;Stay a night in Calisto6 B&B Rome;3280;1;Private room;66;1.0;55;31/10/2017;0.35;243.0;0
3079;Cozy apartment  (2-4)with Colisseum  view;3504;1;Entire home/apt;90;5.0;19;11/09/2021;0.14;350.0;2
12398;Casa Donatello - Home far from Home;11756;3;Entire home/apt;63;1.0;43;25/08/2021;0.32;209.0;3
16276;B&B Calisto6 great location in Rome;3280;1;Private room;66;1.0;6;18/06/2015;0.04;358.0;0
19967;A 5 MIN A PIEDI P.ZZA S.PIETRO  2 CAMERE SPAZIOSO;75450;1;Entire home/apt;68;3.0;32;08/08/2021;0.32;252.0;1
20534;DormiRoma - Cedro 1 Apartment - Trastevere;77540;1;Entire home/apt;90;3.0;45;11/09/2019;0.33;278.0;0
20587;DormiRoma - Cedro 4 Apartment - Trastevere;77540;1;Entire home/apt;140;3.0;59;20/09/2021;0.43;269.0;1
20606;Your own home in St. Peter, Rome;77932;11;Entire home/apt;146;2.0;71;20/08/2021;0.52;199.0;1
20699;Vintage Suite w/ Private Bath & AC;78287;1;Private room;58;1.0;413;19/11/2021;3.01;348.0;23
21193;BLUE DOUBLE ROOM WITH TERRACE;80755;1;Private room;70;2.0;14;12/11/2019;0.1;361.0;0
21249;B&B 830, 10 min. from everything! - ROME;81015;7;Private room;45;3.0;107;23/10/2019;0.76;252.0;0
21811;PRETTY FLAT IN TRASTEVERE;5232802;1;Entire home/apt;55;3.0;195;22/11/2021;1.4;270.0;4
22335;4  Apartments in Navona square (unit 1);85707;1;Entire home/apt;34;1.0;143;05/11/2021;2.03;324.0;32
22395;VERY COOL FLAT IN ST. PETER;5232802;1;Entire home/apt;89;3.0;32;19/11/2021;0.25;259.0;7
22573;Splendido loft con pezzi di design nel cuore del Pigneto;86882;9;Entire home/apt;70;28.0;101;20/01/2021;0.72;1.0;1
22930;DormiRoma - Cedro 3 Apartment - Trastevere;77540;1;Entire home/apt;95;3.0;64;18/02/2020;0.46;296.0;0
23803;Charming flat in Trastevere;5232802;1;Entire home/apt;79;3.0;235;07/11/2021;1.77;272.0;11
24557;Mini apartment with garden & wifi;86053;13;Entire home/apt;73;2.0;326;01/11/2021;2.3;361.0;2
25875;Your holiday next to St. Peter;77932;11;Entire home/apt;529;4.0;34;02/01/2019;0.25;0.0;0
26957;Calisto6 B&B in the heart of Rome;3280;1;Private room;66;1.0;15;17/10/2021;0.11;360.0;3
27816;*Rome CAMPO de FIORI Lovely Romantic Studio*;119186;1;Entire home/apt;68;2.0;135;08/01/2020;1.04;7.0;0
29606;YOUR HOME in ROME, 2 steps from TRASTEVERE;127506;12;Entire home/apt;81;3.0;143;23/08/2021;1.1;361.0;5
29902;Villa Lauretana for families/friend;128832;5;Entire home/apt;90;4.0;12;12/08/2021;0.14;283.0;1
30887;Monti small flat nearby Colosseum private bathroom;132622;1;Entire home/apt;72;3.0;51;01/11/2021;0.64;365.0;1
31058;WellnessInnRome Shortlet 2 people;133372;1;Private room;52;2.0;70;09/10/2021;0.51;208.0;5
31430;IRIS - 12 MIN TO COLOSSEO BY METRO;135012;3;Private room;40;2.0;369;28/02/2020;2.67;0.0;0
31464;Warm Apartment with a Hi-Fi Stereo and Quaint Balcony;135112;4;Private room;106;2.0;391;21/02/2020;2.94;6.0;0
36223;da nonna maria b&b near center;155546;3;Private room;45;2.0;36;03/10/2021;0.27;361.0;1
37054;Anna Home at Roman Forum;160020;1;Entire home/apt;65;2.0;514;06/12/2021;3.76;259.0;21
37305;Casa Pariolina - Suite The Romantic;161114;3;Private room;94;1.0;21;06/11/2021;0.24;358.0;1
37307;Casa Pariolina-Suite Villa Borghese;161114;3;Entire home/apt;90;1.0;32;16/11/2021;0.23;351.0;7
42829;*COLOSEUM Front* Opera Theater Apt*;119186;1;Entire home/apt;65;3.0;36;20/10/2021;0.32;334.0;1
43912;Beautiful countryside villa - Rome;192075;15;Entire home/apt;95;3.0;8;18/08/2021;0.06;364.0;3
44442;In the very heart of Old Rome;195040;1;Entire home/apt;120;4.0;248;18/10/2021;1.84;1.0;1
46669;Sotto il cielo di Roma B&B (Sole);205102;6;Private room;60;1.0;2;16/05/2019;0.05;363.0;0
47149;A due passi da San Pietro da Simona;212374;12;Private room;82;3.0;147;10/04/2019;1.15;311.0;0
47213;Sotto il cielo di Roma B&B (Luna);205102;6;Private room;60;1.0;5;02/12/2021;0.05;364.0;1
48807;The House of Colors !!!;147227;9;Entire home/apt;53;2.0;166;28/11/2021;1.22;259.0;8
49206;A Due Passi Da Trastevere;212374;12;Private room;45;2.0;220;02/01/2020;1.77;311.0;0
49240;PANTHEON CHARMING ACCOMODATION;224479;1;Entire home/apt;95;2.0;29;22/08/2021;0.21;177.0;6
50333;Bright&Cosy Penthouse Overlooking St. Peter's Dome;230736;1;Entire home/apt;110;3.0;94;14/10/2021;0.78;139.0;7
50385;Tiny but Special Studio apartment!;231096;9;Entire home/apt;42;1.0;98;21/08/2021;0.74;313.0;1
50471;Cozy bright Loft in Trastevere;231637;12;Entire home/apt;928;1.0;286;15/11/2021;2.71;141.0;22
52805;CasaMastro;244775;1;Entire home/apt;102;2.0;156;06/11/2021;1.15;336.0;6
53203;Sanniti apartment, San Lorenzo stylish top floor;247495;3;Entire home/apt;80;3.0;95;30/11/2019;0.7;184.0;0
53322;Roma Campo de fiori Studio Gio;248295;1;Entire home/apt;135;3.0;156;30/10/2021;1.19;172.0;14
53325;Roma STUDIO BLU- CAMPO DE FIORI;248295;1;Entire home/apt;69;3.0;169;15/11/2021;1.36;172.0;14
53670;Cozy and quiet  flat  few blocks bytheColisseum;3504;1;Entire home/apt;70;4.0;39;01/11/2021;0.29;329.0;3
53844;Gorgeous studio Monti area 4 blocks bytheColisseum;3504;1;Entire home/apt;100;2.0;41;06/01/2020;0.31;342.0;0
54991;la Casetta di Tiziana near the imperial Rome;259007;7;Entire home/apt;48;2.0;206;15/10/2021;1.58;276.0;1
55710;Luxury and Elegant Apartment near St. Peter;263254;11;Entire home/apt;130;2.0;410;02/12/2021;3.18;199.0;13
55834;VIOLET wellnessinnrome;133372;1;Private room;77;3.0;2;03/11/2021;0.02;217.0;1
56795;ForMyFriends B&B 1 - Rome, Vatican;269706;1;Private room;120;2.0;7;10/09/2018;0.06;355.0;0
56801;ForMyFriends B&B 2 - Rome, Vatican;269706;1;Private room;122;2.0;11;06/06/2016;0.09;169.0;0
57982;Romantic getaway in Campo dei Fiori;276063;1;Entire home/apt;79;5.0;44;26/02/2020;0.36;37.0;0
57996;A week in Rome? Rent my home!;277019;12;Entire home/apt;40;4.0;185;25/09/2019;1.39;250.0;0
58137;LOGGETTA DI TRASTEVERE B&B  Livia;276894;1;Private room;100;2.0;1;17/09/2012;0.01;283.0;0
58273;Loggetta di Trastevere apartment;276894;1;Entire home/apt;98;2.0;275;06/08/2021;2.96;180.0;4
58343;LOGGETTA DI TRASTEVERE B&B  Augusta;276894;1;Private room;110;1.0;10;08/06/2015;0.08;311.0;0
59749;WellnessInnRome ShortLet 11people;133372;1;Entire home/apt;320;3.0;81;21/11/2021;0.61;327.0;4
60300;Enjoy apartment luxury in Rome;290437;1;Entire home/apt;565;2.0;116;05/12/2021;1.64;254.0;7
63092;LA CASA DEI GERANI, for up to 5+BABY!! AIRCON,WIFI;307669;3;Entire home/apt;114;3.0;6;16/07/2019;0.06;136.0;0
64683;Attic Sannio with terrace;316068;7;Entire home/apt;49;3.0;170;09/01/2021;1.32;314.0;3
65104;Central 3bdr apt , A/C, WIFI;318301;7;Entire home/apt;99;3.0;308;26/02/2020;2.43;0.0;0
65658;PONTE TESTACCIO LOFT;321012;12;Entire home/apt;70;2.0;2;05/09/2012;0.02;307.0;0
68731;Colisseum bright studio in Monti neighborhood;3504;1;Entire home/apt;80;4.0;20;08/10/2021;0.16;267.0;1
69146;Rome Apartment beautiful ..;345563;7;Entire home/apt;90;2.0;71;24/09/2018;0.55;364.0;0
70006;50% off in may: Sole & Luna suites;353186;1;Entire home/apt;83;1.0;5;26/12/2019;0.04;236.0;0
70477;Cozy Terrace by Vatican Muesums;355604;1;Entire home/apt;70;3.0;129;05/10/2020;1.0;184.0;0
70621;Apartment Rome's historic center Spanish Step;358775;1;Entire home/apt;98;1.0;210;05/11/2021;1.82;311.0;5
71341;Vatican Tradition and Design;364763;13;Entire home/apt;45;2.0;22;30/03/2021;0.17;352.0;1
72073;Medieval borgo in the heart of Rome;276063;1;Entire home/apt;139;5.0;1;02/05/2012;0.01;71.0;0
72848;Double room;353186;1;Private room;80;1.0;3;04/07/2016;0.03;365.0;0
77549;Flat for up to 7 people in the heart of Rome!;409283;1;Entire home/apt;150;3.0;20;01/05/2018;0.22;161.0;0
77831;Bonheur Monti;417964;1;Entire home/apt;100;3.0;271;07/09/2021;2.08;137.0;9
78314;DIAMOND1 Apartment in Rome near the subway;382155;7;Entire home/apt;90;3.0;18;31/10/2021;0.16;309.0;1
78697;COLOSSEUM Ciao Bella Apartment;422925;1;Entire home/apt;95;4.0;109;27/02/2020;0.91;272.0;0
79393;Rome,  (Monteverde) 1  single room;427418;12;Private room;43;1.0;4;31/10/2021;0.04;365.0;1
80280;Cappellari 2 Campo dei Fiori;316068;1;Entire home/apt;65;3.0;92;15/02/2021;0.82;273.0;2
80292;Cappellari 3 Campo dei Fiori;316068;1;Entire home/apt;68;3.0;140;30/06/2020;1.1;308.0;0
80612;Apartment Gli Archi 4 beds WIFI AC;435920;7;Entire home/apt;45;3.0;347;28/09/2021;2.68;349.0;6
81807;DOUBLEROOM WITH PRIVATE BATHROOM;444360;7;Private room;25;1.0;31;15/08/2021;0.24;68.0;1
83569;Budget Room Trastevere Stn.1  WiFi;455761;12;Private room;20;4.0;30;17/08/2018;0.34;0.0;0
85272;B&B ZenTrastevere, New Red Room;149694;1;Private room;65;4.0;69;31/07/2021;0.53;353.0;1
85612;B&B Zen Trastevere, New light blue Room;149694;1;Private room;65;4.0;27;12/10/2016;0.21;353.0;0
85857;Aenea's B&B in the heart of Rome;470889;1;Hotel room;47;2.0;63;07/12/2021;0.5;357.0;6
86187;Elegante Appartamento di Design Accanto al Vaticano;263254;11;Entire home/apt;75;2.0;336;07/12/2021;2.65;312.0;10
86649;2 passi da...è il Bed and Breakfast;475065;15;Hotel room;50;2.0;2;13/06/2021;0.05;349.0;1
86932;TERRAZZA SAN PIETRO BEST IN ROME;476671;1;Entire home/apt;70;2.0;3;19/09/2021;0.05;277.0;1
88428;Space home near Piazza Navona;380607;1;Entire home/apt;979;2.0;219;04/07/2020;1.69;274.0;0
88611;Cosy and quite room to enjoy Roma;484081;3;Private room;38;2.0;42;30/10/2019;0.33;34.0;0
88982;Casa Rubino,near the Coliseum;485491;7;Entire home/apt;100;2.0;13;31/12/2019;0.12;345.0;0
90666;WikiRome Vatican 1to4 people Wi-Fi 200MBit;491169;1;Entire home/apt;79;2.0;206;30/11/2021;1.59;341.0;4
90971;Rome best location!!!(ghetto)garden;486866;1;Entire home/apt;50;3.0;103;28/11/2021;0.85;296.0;5
91029;Rome Villa Borghese B&B n.2;492474;3;Private room;40;3.0;13;26/11/2021;0.1;341.0;7
91713;World Wide Bed Prenestino. Easy room ensuite;229246;9;Private room;32;2.0;49;11/07/2018;0.42;343.0;0
93976;Studio Gio 2 in campo dei fiori Center of Rome;248295;1;Entire home/apt;107;3.0;110;24/11/2021;0.86;173.0;15
94106;The Vatican Flat - Chic w/Jacuzzi;503401;1;Entire home/apt;49;2.0;117;15/11/2021;0.91;161.0;16
95009;Re di Roma Apartment 1/4 adult;506316;7;Entire home/apt;50;3.0;13;23/09/2019;0.11;252.0;0
95415;Trevi palazzo storico suite B&B;508116;1;Private room;58;1.0;525;14/11/2021;4.06;331.0;13
95463;Bed&Breakfast Gallery  Double Room;508291;1;Private room;58;1.0;3;01/11/2021;0.03;363.0;2
96351;Il delizioso attico immerso nella Città Eterna.;511552;1;Entire home/apt;160;3.0;137;20/10/2021;1.07;290.0;3
97093;A few steps from St. Peter;77932;11;Entire home/apt;146;2.0;94;22/02/2020;0.74;195.0;0
102350;Julia's Cottage;533391;8;Entire home/apt;59;3.0;32;08/09/2019;0.5;242.0;0
102672;ARIA DI MARE  A 20 KM DA ROMA;536398;14;Entire home/apt;100;3.0;6;23/06/2019;0.14;365.0;0
103190;Anni50 B&B - Double Rooms;537257;3;Private room;82;3.0;13;02/01/2019;0.1;304.0;0
103245;Trastevere - Manara House;538724;1;Entire home/apt;80;2.0;278;29/11/2021;2.16;202.0;9
103870;CASACHICA Your holiday home in Rome;535822;1;Entire home/apt;34;3.0;195;22/08/2020;1.53;242.0;0
104339;Colorful apartment close MetroB;543054;6;Entire home/apt;80;2.0;7;02/12/2017;0.05;0.0;0
105081;A Modern flat near Trastevere;1033076;12;Entire home/apt;80;4.0;3;01/07/2012;0.03;81.0;0
107569;B&B DOLCE VIRGINIA-J.Suite Orchidea;557098;7;Private room;72;2.0;4;03/06/2018;0.05;347.0;0
108035;Sweet Rome in a typical district.;559233;9;Entire home/apt;70;2.0;40;06/10/2021;0.38;353.0;4
108039;Sweet terrace by Vatican Musuem New wifi 100Mbs!;355604;1;Entire home/apt;65;3.0;128;09/06/2021;1.45;5.0;8
110515;Appartamento con 3 camere e 3 bagni;82468112;3;Entire home/apt;115;3.0;148;21/11/2021;1.24;277.0;6
113590;SMALL STUDIO FLAT Btw Termini & Colosseum!;577650;1;Entire home/apt;30;2.0;575;08/12/2021;4.49;112.0;40
116291;Charming room AL Cupolone Guest House ★;190140;1;Private room;129;1.0;38;24/03/2019;0.31;179.0;0
116616;CHEAP & CHIC WHITE APT @COLISEUM – ALL INCLUDED!;158699136;1;Entire home/apt;89;3.0;197;16/02/2020;1.54;41.0;0
117532;Spaciouse Apartment in the heart of Rome;82468112;3;Entire home/apt;85;3.0;51;31/10/2021;0.43;337.0;12
118803;Feel at home in Rome;599863;3;Entire home/apt;44;7.0;130;03/11/2021;1.05;129.0;3
124148;Peaceful room w private badroom Boccea/Casalotti;619502;11;Private room;26;30.0;1;04/09/2017;0.02;324.0;0
124269;S.cosimato trastevere 2 bedrooms;619855;1;Entire home/apt;122;2.0;162;04/11/2021;1.34;349.0;4
125484;Exclusive Terrace Piazza Argentina;316068;1;Entire home/apt;83;3.0;227;23/11/2021;1.82;323.0;32
125597;Cozy Vatican Apartment in Prati for 3-6 !  wi-fi;624253;1;Entire home/apt;140;2.0;204;28/11/2021;1.66;255.0;6
131221;Saint Peter - Room in apartment;645702;1;Private room;65;3.0;122;01/11/2021;1.01;357.0;4
135307;Casa Vacanze Marzia;663406;6;Entire home/apt;59;2.0;56;27/11/2021;0.59;328.0;3
137044;In Campo de 'Fiori! For families and friends in the historic center.;670337;1;Entire home/apt;110;3.0;88;21/11/2021;0.88;337.0;9
137157;Super balcony in center on Romans roofs;486866;1;Entire home/apt;105;3.0;6;20/06/2016;0.05;351.0;0
137713;60sqm apt Campo de' Fiori with Wifi;246365;1;Entire home/apt;85;3.0;104;11/11/2021;0.82;272.0;11
137724;Studio in Campo de' Fiori with Wifi;246365;1;Entire home/apt;48;2.0;162;21/10/2021;1.28;179.0;7
138192;Rome Termini station double room;674843;1;Private room;53;1.0;81;16/09/2021;0.7;352.0;1
138279;cosy studio flat;675201;9;Entire home/apt;36;6.0;203;16/02/2020;1.73;60.0;0
139330;In the hearth of Rome (PIGNETO);679555;9;Hotel room;51;2.0;14;05/03/2020;0.23;79.0;0
140023;B&B  NIK and BENNY;682426;15;Private room;50;2.0;11;31/05/2018;0.12;0.0;0
140801;Rome Studio Rental, Colosseum;685600;1;Entire home/apt;70;3.0;161;26/10/2021;1.3;318.0;8
141614;Room with private bathroom - Colosseum 10min away;674843;1;Private room;63;1.0;18;19/09/2021;0.19;362.0;2
141634;Bright room (up to 4 people) - Rome Colosseum;674843;1;Private room;63;1.0;55;28/10/2019;0.48;358.0;0
142483;Termini station single room;674843;1;Private room;43;1.0;125;13/09/2021;0.98;365.0;1
147043;Entire apartment  on the Park-;643583;12;Entire home/apt;80;3.0;4;16/04/2018;0.03;0.0;0
147248;Roma Casa Rome House B&B Short Let;711817;1;Entire home/apt;69;2.0;270;27/08/2021;2.57;338.0;9
147381;Charming Studio in Trevi Fountain;712288;1;Entire home/apt;64;3.0;192;03/10/2021;1.53;324.0;5
147670;Feliz in Roma B&B - Junior Suite;628404;1;Private room;160;2.0;2;21/06/2017;0.03;361.0;0
147933;Feliz in Roma B&B - Chic room;628404;1;Private room;110;2.0;4;23/05/2016;0.03;340.0;0
148158;Charming apartment near Trastevere;1249650;12;Entire home/apt;90;3.0;8;11/12/2013;0.06;365.0;0
152614;Single Room with Private Bathroom;734278;3;Private room;40;2.0;56;01/01/2020;0.48;335.0;0
153506;Sally's beautiful apt - Trastevere;1035589;12;Entire home/apt;65;3.0;39;03/01/2020;0.31;336.0;0
153542;CORNER HOUSE ROME;677400;13;Entire home/apt;65;3.0;9;29/10/2020;0.16;336.0;0
155179;Renovated 1BR NAVONA-VATICAN;746256;1;Entire home/apt;84;3.0;144;28/10/2021;1.18;282.0;9
156217;Your Home in Rome's Trastevere;750850;1;Private room;50;2.0;23;13/10/2019;0.22;0.0;0
156445;Charming Studio Navona / S.Peter;746256;1;Entire home/apt;78;3.0;56;31/10/2021;0.49;323.0;3
156878;Rome City Center Trastevere up to 4;753785;1;Entire home/apt;101;2.0;145;03/11/2021;1.24;11.0;6
156888;beautiful house;753805;7;Private room;46;1.0;10;29/10/2017;0.11;365.0;0
158722;FRANCESCAAPARTMENT NAVONA SQUARE - Wifi;761827;1;Entire home/apt;181;3.0;39;03/10/2021;0.35;235.0;1
158761;DELIGHTFUL & COZY FLAT Trastevere;761827;1;Entire home/apt;75;90.0;9;19/04/2017;0.09;320.0;0
160450;ROMA HOLIDAY SUITE - BLUE ROOM;768673;12;Private room;120;2.0;220;24/10/2021;1.75;362.0;7
161978;25 min to Center near Termini Station;773808;3;Private room;33;2.0;199;07/09/2021;2.56;0.0;1
162314;Colosseum cozy apartment;775832;1;Entire home/apt;69;3.0;2;30/09/2012;0.02;36.0;0
163008;Calpurnia House close Colosseum;778599;1;Entire home/apt;70;2.0;508;17/11/2021;4.05;347.0;11
163019;Single room in the centre of Rome;778645;1;Private room;40;1.0;160;02/11/2021;1.38;364.0;5
163107;Charming 1BR/1BA by the Colosseum;21081;1;Entire home/apt;80;3.0;9;09/08/2021;0.1;356.0;1
163111;Centrally located spacious 1BR/1BA;21081;1;Entire home/apt;80;3.0;6;30/09/2019;0.05;360.0;0
163272;Charming apt in the heart of Rome;724158;1;Entire home/apt;100;2.0;42;09/05/2019;0.37;179.0;0
166454;Artevere;793303;1;Entire home/apt;55;1.0;355;21/11/2021;3.03;336.0;9
166894;Artevere !;793303;1;Entire home/apt;55;1.0;473;28/11/2021;3.92;338.0;10
172334;Splendid Two Bedroom Apartment in Rome;822291;8;Entire home/apt;79;1.0;1;13/09/2021;0.34;365.0;1
175380;Spacious&nice for families/friends near Colosseum;838411;1;Entire home/apt;75;3.0;209;29/11/2021;1.71;283.0;4
175707;TESTACCIO's last floor small apartment great view!;839710;1;Entire home/apt;70;2.0;1;30/04/2019;0.03;257.0;0
181189;^_^ LoVeLy DoUbLe RoOm ^_^;868477;1;Hotel room;443;2.0;141;28/08/2021;1.14;123.0;5
181747;ROMA CENTRO STORICO LUXURY;871063;1;Entire home/apt;233;3.0;34;11/10/2015;0.29;333.0;0
182862;Renovated Studio zen in the heart Campo dei fiori;248295;1;Entire home/apt;90;3.0;171;16/11/2021;1.37;359.0;20
183969;Anita Arte Roma B&B;882519;1;Private room;50;1.0;578;31/10/2021;5.01;301.0;10
186436;Huge Smartworking Room w/ roof terrace by Sapienza;114323;3;Private room;25;4.0;44;07/10/2021;0.55;191.0;16
186484;Panoramic studio in Rome;892435;1;Entire home/apt;92;2.0;251;12/10/2021;2.03;343.0;18
188993;Villa Karola  - Ulivo;911205;14;Entire home/apt;36;7.0;2;16/12/2016;0.03;15.0;0
191877;Campo dei Fiori Attic, Regola;928621;1;Entire home/apt;145;30.0;69;30/11/2021;0.58;68.0;1
192711;La Palmetta - Appia Antica Archaeological Park;933729;7;Entire home/apt;30;3.0;38;28/07/2020;0.31;337.0;0
192859;Coronari Apartment 1 with terrace;934560;1;Entire home/apt;120;2.0;85;04/11/2021;0.77;220.0;9
192908;Coronari Apartment 2 with city view;934560;1;Entire home/apt;75;2.0;54;05/12/2021;0.48;329.0;5
194786;Laura's Brother terrace in Rome;615820;7;Entire home/apt;130;2.0;261;04/11/2019;2.15;126.0;0
195032;Gala B&B Rome Oro Suite  max 2 Pax;947717;7;Private room;40;2.0;7;23/10/2021;0.06;348.0;1
195399;Magnolia Luxury Privacy Comfort****;835040;12;Private room;51;3.0;159;03/01/2020;1.28;283.0;0
196714;Bed in Art - Termini - Coliseum;401637;1;Entire home/apt;97;3.0;16;03/11/2021;0.13;362.0;1
198581;Rugantino;401637;1;Private room;69;1.0;9;07/08/2012;0.07;283.0;0
204021;Double room with bathroom;1000556;1;Private room;45;3.0;10;04/09/2015;0.08;362.0;0
206072;Lovely place close to the Vatican. Free WI-FI;1013633;1;Entire home/apt;107;3.0;35;31/10/2018;0.29;311.0;0
208052;SINGLE ROOM IN CENTRAL ZONE. ROME (ONE PERSONE);1023957;7;Private room;50;2.0;1;31/03/2018;0.02;327.0;0
208053;Private bedroom in central zone;1023957;7;Private room;45;2.0;14;07/11/2021;0.15;170.0;1
208900;Garden Wi-fi AirCo 100m to beach;1029076;14;Entire home/apt;60;5.0;5;20/06/2019;0.05;361.0;0
208904;Great flat Wi-fi 300 m to the beach;1029076;14;Entire home/apt;70;5.0;8;24/03/2018;0.07;361.0;0
210511;La casa di Roby;1038242;13;Entire home/apt;45;2.0;21;22/08/2019;0.54;0.0;0
214978;ROME AT UR FEET:CHARMING APARTMENT;946403;13;Entire home/apt;50;5.0;9;20/10/2018;0.09;284.0;0
215865;Incredibly stylish apartment near Vaticano;1114381;11;Entire home/apt;40;2.0;223;01/03/2020;1.85;17.0;0
217411;Roma TorVergata quiet room in the green;1122123;7;Private room;22;2.0;39;23/01/2020;0.34;284.0;0
220472;ROOM 3 B&B Rome Colosseo Forum Top;1142822;1;Private room;54;2.0;314;05/03/2020;2.53;38.0;0
220476;ROOM 2 ☆Rome Colosseum Forum center;1142822;1;Private room;54;2.0;202;05/02/2020;1.8;0.0;0
220477;ROOM 1 ☆Rome Colosseum Forum center;1142822;1;Private room;54;2.0;222;16/02/2020;1.99;0.0;0
221063;Special price Vaticano;1146531;11;Private room;60;1.0;27;31/10/2021;0.25;348.0;1
221788;Single room near St.Peter's square;1151027;13;Private room;34;3.0;226;02/01/2020;1.9;313.0;0
223154;Renovated Roma Apart. star in campo dei fiori;248295;1;Entire home/apt;109;3.0;184;07/11/2021;1.48;349.0;24
224900;Single beds, few steps from Metro Red (A);1112966;7;Private room;20;30.0;372;19/01/2020;3.01;150.0;0
226372;THE COLOSSEUM'S VIEW (sanitized with ozone);1180196;1;Entire home/apt;71;1.0;612;22/11/2021;4.93;107.0;49
227064;Rugantino Rome;401637;1;Private room;69;1.0;1;03/10/2011;0.01;312.0;0
228815;Spacious VILLA MEDICI next to the Spanish Steps;1185020;1;Entire home/apt;282;3.0;147;05/11/2021;1.39;307.0;4
228872;Baullari apartment -5 bedrooms- in Campo de Fiori;1185020;1;Entire home/apt;376;3.0;120;22/11/2021;1.01;233.0;9
228911;BAULLARI II;1185020;1;Entire home/apt;376;3.0;139;29/11/2021;1.33;234.0;10
230295;Sleep in Campo de Fiori,  Roma;1203371;1;Private room;75;1.0;252;07/11/2021;2.06;330.0;13
230555;The Historic Nobleman's Penthouse - 3 bedrooms;434488;1;Entire home/apt;308;30.0;77;27/02/2020;0.63;136.0;0
231116;Simon's Suite - The Heart of Rome;1208472;1;Entire home/apt;60;3.0;247;03/11/2021;2.01;184.0;7
231654;Colosseum Flat - Early Booking Rate;1211048;1;Entire home/apt;130;3.0;19;02/01/2020;0.25;319.0;0
234534;CASA TREVI AND SPANISH STEPS n.3;1395539;1;Entire home/apt;200;4.0;63;31/10/2021;0.7;360.0;6
234538;CASA TREVI GARDEN N. 2;1395539;1;Entire home/apt;100;4.0;87;06/12/2021;0.77;355.0;6
234540;CASA TREVI GARDEN N. 1;1395539;1;Entire home/apt;150;4.0;38;02/11/2021;0.32;357.0;2
234542;CASA IN TRASTEVERE BOTANIC GARDEN 1;1395539;1;Entire home/apt;160;4.0;41;29/11/2021;0.38;353.0;5
234544;TRASTEVERE  IN THE HEART OF ROME 2;1395539;1;Entire home/apt;160;4.0;86;01/12/2021;0.88;344.0;6
234545;Double room  near St.Peter's square;1151027;13;Private room;58;3.0;158;04/12/2019;1.36;313.0;0
234563;Room for two near Saint Peter;1151027;13;Private room;58;3.0;43;29/10/2019;0.37;313.0;0
235858;b&b128roma;1236275;1;Private room;49;2.0;125;05/12/2021;1.01;351.0;7
236299;JULIA'S DOMUS ( ORANGE ROOM );1238850;9;Private room;55;1.0;7;03/06/2012;0.06;260.0;0
239234;B&B128Roma - PARIS ROOM;1236275;1;Private room;49;2.0;220;20/11/2021;1.78;347.0;11
239253;B&B128Roma - NEW YORK ROOM;1236275;1;Private room;65;2.0;220;29/11/2021;1.78;347.0;16
239288;B&B128Roma - LONDON ROOM;1236275;1;Private room;49;2.0;186;21/11/2021;1.51;358.0;8
239293;B&B128Roma - BALI ROOM;1236275;1;Private room;49;2.0;231;02/12/2021;1.87;340.0;21
239707;Luxury flat COLLE VATICANO;1256978;1;Entire home/apt;135;3.0;5;24/03/2015;0.05;341.0;0
240214;Comfy Farina Cottage, Pool, Historic gardens;1259720;15;Entire home/apt;196;3.0;3;07/08/2021;0.04;364.0;1
240418;Just like home Well Connected !!!;1260657;6;Private room;19;300.0;1;25/05/2013;0.01;131.0;0
240706;Panoramic penthouse beachfront;1262633;14;Entire home/apt;74;1.0;15;15/09/2021;0.13;354.0;1
240867;Clean & Confortable rooms in Rome;1263657;6;Private room;31;3.0;64;27/10/2019;0.54;342.0;0
240993;MIMOSA - 12min TO COLOSSEO BY METRO;135012;3;Private room;36;30.0;315;31/03/2020;2.68;157.0;0
241018;LILY - 12 MIN TO COLOSSEUM BY METRO;135012;3;Private room;34;2.0;340;21/03/2020;2.97;1.0;0
241049;Gatto-Rosso Guesthouse a Talenti;1264871;2;Entire home/apt;66;3.0;12;10/09/2021;0.1;128.0;2
242420;Cozy room - metro A Re di Roma wifi;1272216;7;Private room;40;1.0;29;13/12/2015;0.24;365.0;0
243353;La Casa al Portico il loft a Roma.;1277165;1;Entire home/apt;120;2.0;335;08/09/2021;2.8;0.0;11
245450;San Pietro Holiday House CasaRiz;1322618;11;Entire home/apt;139;2.0;27;02/01/2020;0.24;178.0;0
247254;Attic San Giovanni with terrace;316068;7;Entire home/apt;50;3.0;179;26/08/2020;1.46;340.0;0
248525;Appia Antica Park Rome - Large Apt;1301982;6;Entire home/apt;75;2.0;11;01/07/2014;0.1;328.0;0
248552;Maison di Biancaneve;1302233;2;Entire home/apt;70;2.0;98;16/08/2021;1.21;255.0;2
249258;Domus Trastevere cozy  apartment free wifi;1308066;12;Entire home/apt;79;2.0;110;05/12/2021;0.94;314.0;13
249406;CHARMING ROMAN HOLIDAYS -TRASTEVERE;1306572;1;Entire home/apt;146;3.0;213;28/02/2020;1.84;228.0;0
249754;Una casa. Due Nazion;643583;12;Entire home/apt;95;3.0;5;16/06/2019;0.05;362.0;0
